Vudu_sm_id,Vudu_id,Rovi_id,Rovi_SM_id,projectx_id_rovi,projectx_id_Vudu,Dev_Vudu_px_mapped,Dev_rovi_px_mapped,another_rovi_id_present,another_Vudu_id_present,series_id_match,Px_series_id,Episode mapping,Comment
481849,481911,351800,917607,2760227,13370963,"[{'source_id': '481911,Map_reason:{MATCH_PARAM_EPISODE_TITLE_DISTANCE=0.11764705882352941, MATCH_PARAM_SEASON_EPISODE=1.0}'}]","[{'2760227': 'rovi_id:351800,Map_reason:not found in projectx'}, {'source_id': '481915,Map_reason:{MATCH_PARAM_EPISODE_TITLE_SOLR=1.0, MATCH_PARAM_SEASON_EPISODE=1.0}'}]",,True,True,[2759982],Fail,Fail
481849,481915,351800,917607,2760227,2760227,,,,,,,Pass,Pass
481849,481919,351802,917607,2760423,2760423,,,,,,,Pass,Pass
481849,481923,351803,917607,2760505,14298601,"[{'source_id': '481923,Map_reason:not found in projectx'}]","[{'2760505': 'rovi_id:351803,Map_reason:not found in projectx'}]",,,True,[2759982],Fail,Fail
481849,481927,351804,917607,2760561,14298610,"[{'source_id': '481927,Map_reason:not found in projectx'}]","[{'2760561': 'rovi_id:351804,Map_reason:not found in projectx'}]",,,True,[2759982],Fail,Fail
481849,481931,22550158,917607,2761003,2761003,,,,,,,Pass,Pass
481849,481935,351806,917607,2760621,2760621,,,,,,,Pass,Pass
481849,481939,351807,917607,2760724,2760724,,,,,,,Pass,Pass
481849,481943,22550161,917607,2761140,13370339,"[{'source_id': '481943,Map_reason:{MATCH_PARAM_EPISODE_TITLE=1.0}'}]","[{'2761140': 'rovi_id:22550161,Map_reason:not found in projectx'}]",,,True,[2759982],Fail,Fail
481849,481947,351809,917607,2760787,2760787,,,,,,,Pass,Pass
481849,481951,351810,917607,2760865,2760865,,,,,,,Pass,Pass
481849,481955,351811,917607,2760897,2760897,,,,,,,Pass,Pass
481849,481959,351812,917607,2760950,2760950,,,,,,,Pass,Pass
482196,482212,730818760,545350771,3393442,3393442,,,,,,,Pass,Pass
482196,482216,742641271,545350771,3393525,3393525,,,,,,,Pass,Pass
482196,482220,746257534,545350771,3393692,3393692,,,,,,,Pass,Pass
482196,482224,792597812,545350771,3393720,3393720,,,,,,,Pass,Pass
482196,482320,802239599,545350771,3393806,3393806,,,,,,,Pass,Pass
482196,482324,811285450,545350771,3393894,3393894,,,,,,,Pass,Pass
482196,482328,820674585,545350771,3394000,3394000,,,,,,,Pass,Pass
482196,482332,746257528,545350771,3393647,3393647,,,,,,,Pass,Pass
482196,482336,746257531,545350771,3393679,3393679,,,,,,,Pass,Pass
482196,482340,882307871,545350771,3394116,3394116,,,,,,,Pass,Pass
482196,482344,888283176,545350771,3394182,3394182,,,,,,,Pass,Pass
482196,482348,990424588,545350771,3394427,3394427,,,,,,,Pass,Pass
482196,482352,1000313305,545350771,3394544,3394544,,,,,,,Pass,Pass
482196,498235,1007401172,545350771,3394708,3394708,,,,,,,Pass,Pass
482196,498239,1017628995,545350771,3394839,3394839,,,,,,,Pass,Pass
482196,498243,954016466,545350771,3394255,3394255,,,,,,,Pass,Pass
482196,498247,961678334,545350771,3394366,3394366,,,,,,,Pass,Pass
482196,498251,1001136717,545350771,3394623,3394623,,,,,,,Pass,Pass
482196,498255,1011090237,545350771,3394800,3394800,,,,,,,Pass,Pass
482196,498259,1019960129,545350771,3394930,3394930,,,,,,,Pass,Pass
482196,498263,1031352901,545350771,3394978,3394978,,,,,,,Pass,Pass
482196,498267,1034168834,545350771,3395095,3395095,,,,,,,Pass,Pass
482196,599861,1144437836,545350771,3395180,3395180,,,,,,,Pass,Pass
482196,600098,1205926091,545350771,3395223,3395223,,,,,,,Pass,Pass
482196,600174,1205926092,545350771,3395316,3395316,,,,,,,Pass,Pass
482196,600182,1256241286,545350771,3395343,3395343,,,,,,,Pass,Pass
482196,600190,1259316255,545350771,3395474,3395474,,,,,,,Pass,Pass
482196,600202,1259316251,545350771,3395386,3395386,,,,,,,Pass,Pass
482196,600222,1285308303,545350771,3395497,3395497,,,,,,,Pass,Pass
482196,600238,1298747660,545350771,3395544,3395544,,,,,,,Pass,Pass
482196,600254,1313301962,545350771,3395659,3395659,,,,,,,Pass,Pass
482196,600266,1366971959,545350771,3395788,3395788,,,,,,,Pass,Pass
482196,600270,1339368590,545350771,3395699,3395699,,,,,,,Pass,Pass
482196,600282,1386828485,545350771,3395836,3395836,,,,,,,Pass,Pass
482196,600310,1395541915,545350771,3395869,3395869,,,,,,,Pass,Pass
